date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:40:39	2181/2181	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:11%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=S;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/index5851.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=S;O=A)
10:40:39	2181/2181	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:11%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=D;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/indexad3f.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=D;O=A)
10:40:40	183/183	---M--	200	added ('OK')	text/html	etag:%22b7-58cd0d5c0cc7a%22	http://micro.stanford.edu/~caiwei/Forum/2004-12-12-MD++/	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2004-12-12-MD++/index.html	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:40	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:12%20GMT	http://micro.stanford.edu/~caiwei/papers/Cai06jmps-nonsingular.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/papers/Cai06jmps-nonsingular.pdf	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:40	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:12%20GMT	http://micro.stanford.edu/~caiwei/papers/Ryu_Cai_Caro_Entangle_v11.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/papers/Ryu_Cai_Caro_Entangle_v11.pdf	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:42	2939/-1	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:13%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-12-05-DDLab/index.html	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:42	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:14%20GMT	http://micro.stanford.edu/~caiwei/papers/Ryu08msmse-meltingT.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/papers/Ryu08msmse-meltingT.pdf	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:42	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:14%20GMT	http://micro.stanford.edu/~caiwei/papers/Yin10msmse-aniso.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/papers/Yin10msmse-aniso.pdf	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:44	1384/1384	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:15%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/index.html	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:44	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:16%20GMT	http://micro.stanford.edu/~caiwei/papers/Yin_FMM_MSMSE_preprint.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/papers/Yin_FMM_MSMSE_preprint.pdf	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:44	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:16%20GMT	http://micro.stanford.edu/~caiwei/Forum/2004-08-08-MadSum/readme.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2004-08-08-MadSum/readme.txt	(from http://micro.stanford.edu/~caiwei/Forum/2004-08-08-MadSum/)
10:40:45	1396/1396	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:17%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/index.html	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:46	1444/1444	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:18%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/index.html	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:46	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:18%20GMT	http://micro.stanford.edu/~caiwei/Forum/2004-08-08-MadSum/madsum.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2004-08-08-MadSum/madsum.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2004-08-08-MadSum/)
10:40:46	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:18%20GMT	http://micro.stanford.edu/~caiwei/Forum/2004-08-08-MadSum/madsum.ps.gz	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2004-08-08-MadSum/madsum.ps.gz	(from http://micro.stanford.edu/~caiwei/Forum/2004-08-08-MadSum/)
10:40:48	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:19%20GMT	http://micro.stanford.edu/~caiwei/Forum/2004-08-08-MadSum/phRI.dat	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2004-08-08-MadSum/phRI.dat	(from http://micro.stanford.edu/~caiwei/Forum/2004-08-08-MadSum/)
10:40:48	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:20%20GMT	http://micro.stanford.edu/icons/blank.gif	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/icons/blank.gif	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/)
10:40:48	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:20%20GMT	http://micro.stanford.edu/icons/back.gif	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/icons/back.gif	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/)
10:40:49	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:21%20GMT	http://micro.stanford.edu/icons/compressed.gif	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/icons/compressed.gif	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/)
10:40:49	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:21%20GMT	http://micro.stanford.edu/icons/text.gif	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/icons/text.gif	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/)
10:40:49	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:21%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/README.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-04-18-NSDD/README.txt	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/)
10:40:50	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:22%20GMT	http://micro.stanford.edu/icons/layout.gif	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/icons/layout.gif	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/)
10:40:50	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:22%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/nonsingular-preprint.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-04-18-NSDD/nonsingular-preprint.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/)
10:40:50	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:22%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/DDLAB%20Primer.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-12-05-DDLab/DDLAB%20Primer.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/)
10:40:52	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:24%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/DDLab_shortcourse.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-12-05-DDLab/DDLab_shortcourse.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/)
10:40:52	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:24%20GMT	http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/vari_calculus_v04.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2006-05-03-VarCalc/vari_calculus_v04.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/)
10:40:54	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:26%20GMT	http://micro.stanford.edu/icons/tar.gif	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/icons/tar.gif	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/)
10:40:54	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:26%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/readme.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/readme.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/)
10:40:54	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:40:52%20GMT	https://web.stanford.edu/~caiwei/Pictures/at2.jpg	/home/zhangjiayong/websites/caiweiForum/web.stanford.edu/_caiwei/Pictures/at2.jpg	(from http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/)
10:40:56	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:27%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/README.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/README.txt	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/)
10:40:56	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:27%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/Yin_Barnett_Cai_MSMSE_preprint.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/Yin_Barnett_Cai_MSMSE_preprint.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/)
10:40:56	1656/-1	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:28%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-04-18-NSDD/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/)
10:40:57	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:29%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/README.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/README.txt	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/)
10:40:57	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:29%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/Yin_FMM_MSMSE_preprint.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/Yin_FMM_MSMSE_preprint.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/)
10:40:58	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:30%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/Barnett_Cai_JMPS_2018_Eshelby_tensor.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/Barnett_Cai_JMPS_2018_Eshelby_tensor.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:40:58	96/96	---M--	200	added ('OK')	text/html	etag:%2260-4d87d07fc19ba%22	http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/README.html	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-04-18-NSDD/README.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/)
10:40:59	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:31%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/Eshelby-inclusion-codes.zip	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/Eshelby-inclusion-codes.zip	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:41:01	2939/-1	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:32%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-12-05-DDLab/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/)
10:41:01	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:32%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/README.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/README.txt	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:41:01	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:33%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/cgr7.c.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/cgr7.c.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:41:02	1343/1343	---M--	200	added ('OK')	text/html	etag:%2253f-4d87d0591ff5b%22	http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/README.html	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-12-05-DDLab/README.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/)
10:41:03	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:35%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/optdecomp.c.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/optdecomp.c.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:41:03	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:35%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/readme.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/readme.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:41:03	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:35%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/testlapack.c.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/testlapack.c.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:41:04	956/956	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:36%20GMT	http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2006-05-03-VarCalc/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/)
10:41:05	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:36%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/util.c.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/util.c.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:41:05	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2023%20Sep%202019%2002:41:37%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/util.h.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/util.h.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:41:05	1571/1571	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:38%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/)
10:42:08	2443098/2443098	---M--	200	added ('OK')	application/pdf	etag:%2225475a-4d87d0594aedb%22	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Ryu_Cai_Caro_Entangle_v11.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Ryu_Cai_Caro_Entangle_v11.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/)
10:42:08	1384/1384	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:42:41%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/)
10:42:09	1444/1444	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:42:42%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:42:10	1656/-1	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:42:43%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-04-18-NSDD/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=N;O=D)
10:42:11	1384/1384	---M--	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:42:44%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=N;O=D)
